transaction_id,datetime,category,subcategory,merchant,description,payment_method,account,card_last4,amount_base,tax,tip,total,currency,is_refund,channel,device,city,state,country,is_recurring,subscription_name,is_split,split_group_id,notes,tags
452bf61d-c27b-4e11-9359-542d8f646c81,2024-08-05 10:37:18,Education,Courses,Udemy,Courses expense,Bank Transfer,Checking,,108.24,0,0,108.24,USD,FALSE,App,Android,Tacoma,WA,USA,FALSE,,FALSE,,,"learning,discount,courses"
d55219f7-b8c7-4610-88f3-f1c1882945cd,2024-08-05 21:17:48,Personal,Salon,Nail Spa,Personal: Salon,Apple Pay,Checking,,24.85,1.89,0,26.74,USD,FALSE,In-Store,Web,Philadelphia,PA,USA,FALSE,,FALSE,,,"selfcare,errands"
0b4743b4-cafd-49f5-bf76-b32bbe2fb2f5,2024-08-05 21:52:25,Housing,Utilities,Google Fiber,Paid Google Fiber for utilities,Bank Transfer,Checking,,40,0,0,40,USD,FALSE,App,Android,Tampa,FL,USA,FALSE,,FALSE,,,"utilities,promo"
dbe63628-ba15-40d4-abb0-cba2882a9367,2024-08-06 13:43:44,Food & Dining,Restaurants,Taco Palace,Paid Taco Palace for restaurants,Cash,Checking,,21.53,2.01,2.66,26.2,USD,FALSE,In-Store,iPhone,Miami,FL,USA,FALSE,,FALSE,,,"promo,meal"
0d09490b-9201-4751-ab31-3ccc086ea48d,2024-08-06 14:09:35,Transportation,Parking,MeterPay,Parking expense,Apple Pay,Credit Card - Amex,2252,19.19,1,0,20.19,USD,FALSE,In-Store,Web,Miami,FL,USA,FALSE,,FALSE,,,"gift,travel"
54fd80cb-5c84-4775-91c8-e8009f7b9fd9,2024-08-06 19:03:21,Transportation,Gas/Petrol,Exxon,Exxon - gas/petrol,Google Pay,Savings,,30.14,1.68,0,31.82,USD,FALSE,In-Store,Web,Seattle,WA,USA,FALSE,,FALSE,,,"gift,travel,car"
e7bca775-cff7-4ca1-adc9-93a588b1488f,2024-08-06 21:55:58,Personal,Laundry,Coin Laundry,Laundry purchase at Coin Laundry,Google Pay,Checking,,11.08,0.83,0,11.91,USD,FALSE,Online,POS Terminal,Tampa,FL,USA,FALSE,,FALSE,,,selfcare
97e7af7d-fe46-4c0e-9470-bbcb2166c9d5,2024-08-07 07:20:05,Personal,Gifts,Amazon,Paid Amazon for gifts (refund),Bank Transfer,Savings,,43.95,2.59,0,-46.54,USD,TRUE,In-Store,Web,Los Angeles,CA,USA,FALSE,,FALSE,,,errands
2672f9d7-59a3-42cf-9331-e0bc1fcc0bd3,2024-08-07 19:55:54,Travel,Hotels,Airbnb,Travel: Hotels,UPI,Cash Wallet,,227.92,0,0,227.92,USD,FALSE,In-Store,Android,Chicago,IL,USA,FALSE,,FALSE,,,"gift,hotel"
258a771a-88c2-4fdc-8f0f-2ca31f0ccddd,2024-08-07 22:08:35,Health,Doctor,Dental Care,Health: Doctor,Mastercard Debit,Cash Wallet,5091,159.48,0,0,159.48,USD,FALSE,In-Store,POS Terminal,San Francisco,CA,USA,FALSE,,FALSE,,,"medical,health"
d9c01e31-160b-4190-b248-03c93a3b3bac,2024-08-07 22:17:48,Shopping,Electronics,Micro Center,Electronics purchase at Micro Center,Google Pay,Savings,,239.23,18.44,0,257.67,USD,FALSE,App,POS Terminal,Rochester,NY,USA,FALSE,,FALSE,,,"gift,electronics"
b6ca56e1-7e4c-44ee-9f60-1f49cc3ebb7e,2024-08-08 18:07:56,Food & Dining,Restaurants,Thai Kitchen,Restaurants purchase at Thai Kitchen,Apple Pay,Savings,,48.98,4.09,8.77,61.84,USD,FALSE,In-Store,Web,Tampa,FL,USA,FALSE,,TRUE,,,"treat,discount,food"
0864f3ff-f049-49d5-91a1-c3959dcadc7b,2024-08-08 20:25:11,Food & Dining,Groceries,Trader Joe's,Groceries purchase at Trader Joe's,Visa Credit Card,Credit Card - Amex,3028,45.94,3.73,0,49.67,USD,FALSE,In-Store,Web,Evanston,IL,USA,FALSE,,FALSE,,,"food,meal"
8d3d0464-af75-4710-aedc-202670f8130c,2024-08-08 21:53:47,Education,Courses,edX,edX - courses,Google Pay,Savings,,75.66,0,0,75.66,USD,FALSE,In-Store,Web,Austin,TX,USA,FALSE,,FALSE,,,learning
7521f313-82b2-4333-aa98-9994960501c7,2024-08-10 07:27:26,Personal,Laundry,Spin Laundry,Spin Laundry - laundry,Apple Pay,Credit Card - Mastercard,8416,17.93,1.26,0,19.19,USD,FALSE,Online,iPhone,Allentown,PA,USA,FALSE,,FALSE,,,errands
bbca8ed2-6af6-4f5d-91dd-27b39ea60434,2024-08-10 09:19:40,Personal,Laundry,Wash&Fold,Laundry expense,UPI,Credit Card - Visa,3848,23.21,2.12,0,25.33,USD,FALSE,Online,iPhone,Allentown,PA,USA,FALSE,,FALSE,e1e5b271-7db8-48bc-9d6f-3c21eb3ac49c,,"selfcare,gift,errands"
c0d9e332-8af5-4016-9a6f-491cc97c35b7,2024-08-10 09:37:23,Entertainment,Streaming,Spotify,Entertainment: Streaming,Google Pay,Cash Wallet,,11.86,0,0,11.86,USD,FALSE,Online,POS Terminal,San Francisco,CA,USA,FALSE,,FALSE,,,"games,streaming"
602c9d7f-9739-4bf0-b696-d9add0fae828,2024-08-10 11:26:59,Health,Pharmacy,Costco Pharmacy,Paid Costco Pharmacy for pharmacy,Visa Credit Card,Savings,,28.43,0,0,28.43,USD,FALSE,App,POS Terminal,Naperville,IL,USA,FALSE,,FALSE,,,fitness
6bb5b25f-f4d7-4506-992e-e9331a94ff8a,2024-08-11 07:00:30,Transportation,Rideshare,Lyft,Lyft - rideshare,Mastercard Debit,Credit Card - Amex,2945,12.11,0,2.25,14.36,USD,FALSE,Online,POS Terminal,Buffalo,NY,USA,FALSE,,FALSE,5a601d81-e954-4bed-bb62-03c12ab14522,,"commute,monthly"
5ab68a4e-95fd-4031-bf4a-0b802f0932cc,2024-08-11 15:46:38,Transportation,Gas/Petrol,Chevron,Transportation: Gas/Petrol,Visa Credit Card,Credit Card - Mastercard,5213,61.33,4.88,0,66.21,USD,FALSE,App,Web,Pittsburgh,PA,USA,FALSE,,FALSE,,,travel
84e777ef-c3a7-4378-8064-ec2c2e58deee,2024-08-12 18:39:58,Shopping,Home Goods,Wayfair,Wayfair - home goods,Amex Credit Card,Credit Card - Visa,5873,96.85,7.68,0,104.53,USD,FALSE,In-Store,POS Terminal,Chicago,IL,USA,FALSE,,FALSE,,,"shopping,monthly"
db1fe4a3-9e6e-4480-9a4c-d402c67904d4,2024-08-12 22:13:13,Personal,Laundry,Coin Laundry,Coin Laundry - laundry,Bank Transfer,Savings,,22.87,1.91,0,24.78,USD,FALSE,App,iPhone,Rochester,NY,USA,FALSE,,FALSE,,,"selfcare,promo,errands"
7c3d8277-d636-4335-a134-095834857534,2024-08-13 13:01:19,Food & Dining,Restaurants,Panera,Panera - restaurants,Mastercard Debit,Savings,7562,11.63,0.71,2.11,14.45,USD,FALSE,In-Store,iPhone,Seattle,WA,USA,FALSE,,FALSE,,,"gift,treat,meal"
ef83b58e-fcc7-4516-96bc-8ab0753409d6,2024-08-13 13:09:07,Food & Dining,Restaurants,McDonald's,Restaurants purchase at McDonald's,Apple Pay,Savings,,23.36,1.65,3.42,28.43,USD,FALSE,Online,Web,Naperville,IL,USA,FALSE,,FALSE,,,treat
032a6768-67b2-4e46-bcef-5aa9b863f3a3,2024-08-13 21:54:42,Education,Courses,edX,Courses expense,Visa Credit Card,Credit Card - Mastercard,5995,59.14,0,0,59.14,USD,FALSE,App,iPhone,Cambridge,MA,USA,FALSE,,FALSE,,,"books,courses"
4eb32eb7-49db-4c3e-a2c9-93cd93254add,2024-08-13 22:14:35,Transportation,Parking,City Parking,Paid City Parking for parking,Bank Transfer,Savings,,19.32,1.47,0,20.79,USD,FALSE,App,POS Terminal,Allentown,PA,USA,FALSE,,FALSE,,,"travel,monthly"
800c9e2e-d779-4a48-a365-ea83e3157098,2024-08-14 19:01:54,Entertainment,Streaming,YouTube Premium,Entertainment: Streaming,Mastercard Debit,Cash Wallet,8576,5,0,0,5,USD,FALSE,App,POS Terminal,Buffalo,NY,USA,FALSE,,FALSE,,,"games,streaming"
4baab975-68ea-4f69-9586-bac1e4f3a9e3,2024-08-15 06:54:00,Entertainment,Streaming,Spotify,Spotify - Spotify,Mastercard Debit,Credit Card - Visa,,10.99,0,0,10.99,USD,FALSE,Online,Web,Buffalo,NY,USA,TRUE,Spotify,FALSE,,Recurring payment,"recurring,subscription"
dc35e3ae-324a-46ac-b047-616edcaba5c4,2024-08-15 07:35:18,Shopping,Electronics,Apple Store,Electronics expense,Mastercard Debit,Savings,7865,179.75,15.61,0,195.36,USD,FALSE,App,iPhone,Naperville,IL,USA,FALSE,,FALSE,,,"home,shopping"
249cf85d-8db8-4a67-9429-581e06b56256,2024-08-15 10:26:37,Entertainment,Games,PlayStation Store,Entertainment: Games,Bank Transfer,Checking,,11.76,1.04,0,12.8,USD,FALSE,In-Store,Android,Tampa,FL,USA,FALSE,,FALSE,,,"games,streaming"
3d6c3a9f-76c8-456a-8d12-e41e07ab86ef,2024-08-15 12:57:10,Shopping,Clothing,H&M,Paid H&M for clothing,Bank Transfer,Credit Card - Mastercard,6906,59.47,4.65,0,64.12,USD,FALSE,In-Store,Web,Orlando,FL,USA,FALSE,,FALSE,,,electronics
f0bb653d-21a7-4b72-b24a-0a85553ef0fe,2024-08-15 15:40:26,Health,Doctor,City Clinic,Doctor expense,Visa Credit Card,Cash Wallet,,200.63,0,0,200.63,USD,FALSE,Online,Web,Austin,TX,USA,FALSE,,FALSE,,,"urgent,fitness,health"
da912158-b5a5-44e5-9d4b-eecc8344fb50,2024-08-15 19:29:32,Education,Courses,edX,Courses expense,Apple Pay,Savings,,55.61,0,0,55.61,USD,FALSE,In-Store,Android,San Diego,CA,USA,FALSE,,FALSE,,,"courses,monthly"
76d0d0ae-e042-45a1-861c-2847938ceb07,2024-08-15 21:31:12,Housing,Rent,Main Street Realty,Main Street Realty - rent,UPI,Cash Wallet,,1255.66,0,0,1255.66,USD,FALSE,Online,iPhone,Orlando,FL,USA,FALSE,,FALSE,,,utilities
d0ebc27b-c3e9-4751-8ead-a4a4a6795fbd,2024-08-16 12:25:31,Health,Gym,Planet Fitness,Planet Fitness - gym,Cash,Credit Card - Mastercard,4409,10,0,0,10,USD,FALSE,In-Store,iPhone,Pittsburgh,PA,USA,FALSE,,FALSE,,,"medical,health"
966bb8c5-f412-4910-b959-93f7d987ed9d,2024-08-16 18:41:43,Personal,Laundry,Spin Laundry,Laundry expense,Mastercard Debit,Credit Card - Mastercard,3048,13.9,1.28,0,15.18,USD,FALSE,In-Store,POS Terminal,Evanston,IL,USA,FALSE,,FALSE,,,"selfcare,discount"
d038dfdd-0c32-4491-bec1-bac2cf5f5dcd,2024-08-16 18:54:55,Health,Gym,Planet Fitness,Gym purchase at Planet Fitness,Cash,Credit Card - Mastercard,3909,10,0,0,10,USD,FALSE,Online,iPhone,Boston,MA,USA,FALSE,,FALSE,,,"medical,health"
18d23876-b20f-4e36-8925-a7c59ab349b6,2024-08-16 22:15:18,Food & Dining,Restaurants,Panera,Restaurants purchase at Panera,Bank Transfer,Savings,,21.48,1.47,2.92,25.87,USD,FALSE,App,Android,New York,NY,USA,FALSE,,FALSE,,,treat
649082b2-adc4-481d-9bef-7eb67bb791b4,2024-08-17 13:20:56,Transportation,Public Transit,Uber,Public Transit purchase at Uber,Mastercard Debit,Cash Wallet,7266,13.03,0,0,13.03,USD,FALSE,In-Store,iPhone,Dallas,TX,USA,FALSE,,FALSE,,,"fuel,travel"
2cee19d6-57ce-4c66-ada1-73f255282079,2024-08-17 15:27:56,Food & Dining,Coffee,Starbucks,Food & Dining: Coffee,Bank Transfer,Cash Wallet,,3.77,0.22,0.47,4.46,USD,FALSE,Online,POS Terminal,San Francisco,CA,USA,FALSE,,FALSE,,,meal
4091b918-75a6-4a74-bfe8-acee7ec32051,2024-08-17 16:58:43,Transportation,Parking,MeterPay,Parking purchase at MeterPay,Visa Credit Card,Savings,,10.2,0.78,0,10.98,USD,FALSE,In-Store,POS Terminal,Los Angeles,CA,USA,FALSE,,FALSE,,,"fuel,discount"
a547c31e-21cd-479b-9bde-690ee2dccc55,2024-08-17 17:21:16,Personal,Salon,Supercuts,Paid Supercuts for salon,Visa Credit Card,Credit Card - Amex,3236,16.56,1.29,0,17.85,USD,FALSE,App,iPhone,Naperville,IL,USA,FALSE,,FALSE,,,errands
951ed18a-35e8-4fb1-a9fa-2a64d6f00791,2024-08-18 14:32:31,Entertainment,Movies,AMC Theatres,AMC Theatres - movies,Amex Credit Card,Credit Card - Visa,3839,30,1.82,0,31.82,USD,FALSE,Online,Web,Dallas,TX,USA,FALSE,,FALSE,,,"promo,streaming"
818cdc31-7d27-410c-bf48-0a4b87f404b7,2024-08-18 18:20:07,Education,Books,Barnes & Noble,Barnes & Noble - books,UPI,Cash Wallet,,40.13,3.36,0,43.49,USD,FALSE,In-Store,Web,Tacoma,WA,USA,FALSE,,FALSE,,,"books,courses"
42fd9c24-323d-4c56-b515-f9128222f51b,2024-08-19 09:32:01,Personal,Salon,Nail Spa,Salon purchase at Nail Spa,Apple Pay,Credit Card - Mastercard,1257,61.97,5.14,0,67.11,USD,FALSE,App,Android,Rochester,NY,USA,FALSE,,FALSE,,,"selfcare,gift"
97aa9320-d102-448b-a688-8b17ae28a4e7,2024-08-20 07:49:15,Travel,Car Rental,Avis,Car Rental expense,Visa Credit Card,Credit Card - Visa,6551,30,0,0,30,USD,FALSE,App,iPhone,Boston,MA,USA,FALSE,,FALSE,,,"trip,promo"
0f6330cc-e217-4d9e-a4c1-1780337a5260,2024-08-20 11:05:58,Travel,Hotels,Marriott,Marriott - hotels,Apple Pay,Credit Card - Amex,0866,113.25,0,0,113.25,USD,FALSE,In-Store,Android,San Diego,CA,USA,FALSE,,FALSE,,,"hotel,monthly"
6cf5e7f9-8e1e-4474-8d13-47760c40073c,2024-08-20 14:15:25,Personal,Laundry,Spin Laundry,Laundry expense (refund),Amex Credit Card,Credit Card - Mastercard,8542,14.65,1.07,0,-15.72,USD,TRUE,App,iPhone,Naperville,IL,USA,FALSE,,FALSE,,,errands
a0a6ad02-2fed-42e0-978b-4a1fc0e2cef2,2024-08-20 20:13:33,Entertainment,Games,Steam,Games expense,Bank Transfer,Credit Card - Visa,9182,15.28,1.1,0,16.38,USD,FALSE,Online,POS Terminal,Tacoma,WA,USA,FALSE,,FALSE,,,fun
4f8cd978-6e88-4dc5-872a-722c1c2d5e8a,2024-08-20 22:58:41,Food & Dining,Restaurants,Panera,Panera - restaurants,Mastercard Debit,Credit Card - Amex,2578,25.33,1.85,4.03,31.21,USD,FALSE,Online,iPhone,Austin,TX,USA,FALSE,,FALSE,,,"meal,dining"
d69cb45f-882e-463b-a32a-6c29a168b73d,2024-08-21 16:52:05,Food & Dining,Groceries,Trader Joe's,Groceries expense,Bank Transfer,Credit Card - Visa,2955,79.35,5.78,0,85.13,USD,FALSE,In-Store,iPhone,Philadelphia,PA,USA,FALSE,,FALSE,,,"meal,dining"
5cd9c54d-5c33-443e-bb70-dd7081f66b8c,2024-08-21 17:56:01,Transportation,Parking,MeterPay,MeterPay - parking,Google Pay,Credit Card - Mastercard,2785,5.67,0.52,0,6.19,USD,FALSE,Online,iPhone,Chicago,IL,USA,FALSE,,FALSE,,,"urgent,fuel,commute"
11ea4408-7e32-4526-b218-15ca2915d771,2024-08-22 08:40:59,Travel,Hotels,Airbnb,Hotels expense,Visa Credit Card,Credit Card - Mastercard,5682,266.36,0,0,266.36,USD,FALSE,App,POS Terminal,Naperville,IL,USA,FALSE,,FALSE,,,"trip,vacation"
d22d7d58-ec0c-4b1d-83f0-8f9d023d3a9d,2024-08-22 09:16:07,Housing,Utilities,GasCo,Paid GasCo for utilities,Apple Pay,Credit Card - Mastercard,7544,56.27,0,0,56.27,USD,FALSE,In-Store,iPhone,Tampa,FL,USA,FALSE,,FALSE,,,"promo,rent"
c345d6f7-627f-46dd-902c-b38d739c11e4,2024-08-22 16:19:28,Entertainment,Games,PlayStation Store,Entertainment: Games,Google Pay,Savings,,29.41,2.58,0,31.99,USD,FALSE,In-Store,iPhone,Tampa,FL,USA,FALSE,,FALSE,,,games
436d91c4-9d6c-4581-a44b-85d934911ebc,2024-08-23 13:48:44,Personal,Gifts,Amazon,Personal: Gifts,Cash,Cash Wallet,,39.76,3.31,0,43.07,USD,FALSE,Online,iPhone,Orlando,FL,USA,FALSE,,FALSE,,,"selfcare,gift,errands"
0b1143dd-98d7-4454-9a16-6e2717a439d8,2024-08-24 11:47:23,Travel,Car Rental,Avis,Car Rental expense,Cash,Credit Card - Visa,0427,85.42,0,0,85.42,USD,FALSE,App,iPhone,Dallas,TX,USA,FALSE,,FALSE,,,vacation
aa882fe9-cab2-4892-bedc-cf68514c288e,2024-08-24 16:16:36,Housing,Rent,Main Street Realty,Rent expense,Visa Credit Card,Checking,,1200,0,0,1200,USD,FALSE,In-Store,Android,Seattle,WA,USA,FALSE,,FALSE,,,"home,monthly"
bf29eb7b-6857-4c9b-afd4-eaf654b7e70e,2024-08-25 20:03:44,Shopping,Home Goods,Home Depot,Shopping: Home Goods,Google Pay,Credit Card - Mastercard,3151,187.15,13.99,0,201.14,USD,FALSE,Online,iPhone,Tacoma,WA,USA,FALSE,,FALSE,,,clothes
53a33e03-bf26-4293-a675-46c3e3b67a55,2024-08-25 21:56:37,Education,Courses,Udemy,Courses purchase at Udemy,Apple Pay,Credit Card - Mastercard,5863,71.48,0,0,71.48,USD,FALSE,App,POS Terminal,Miami,FL,USA,FALSE,,FALSE,,,"learning,promo,courses"
6e4e8ff8-db73-4c2e-b27f-189a116654ef,2024-08-26 07:07:09,Travel,Car Rental,Avis,Car Rental purchase at Avis,Apple Pay,Credit Card - Mastercard,0415,36.74,0,0,36.74,USD,FALSE,Online,Web,Los Angeles,CA,USA,FALSE,,FALSE,,,hotel
97956f81-7871-4c01-bc17-b3969c9c32d9,2024-08-26 10:22:28,Shopping,Electronics,Best Buy,Shopping: Electronics,Visa Credit Card,Savings,,436.96,30.7,0,467.66,USD,FALSE,Online,iPhone,Dallas,TX,USA,FALSE,,FALSE,,,"gift,home"
f9d1a460-b4c5-48c2-be8d-c4bf0fd0ad85,2024-08-26 14:14:09,Personal,Salon,Local Salon,Personal: Salon,Amex Credit Card,Checking,,72.84,4.21,0,77.05,USD,FALSE,Online,Web,Los Angeles,CA,USA,FALSE,,FALSE,,,errands
a81022f3-2f3f-4f99-bcd0-8c1f1404ef57,2024-08-26 14:31:58,Personal,Laundry,Wash&Fold,Laundry expense,Apple Pay,Savings,,6.42,0.5,0,6.92,USD,FALSE,Online,iPhone,Rochester,NY,USA,FALSE,,FALSE,,,"selfcare,discount"
bdffcd0f-8c5b-4a4d-89ba-41b62c2e13a9,2024-08-26 16:25:16,Shopping,Electronics,Amazon,Amazon - electronics,Google Pay,Credit Card - Mastercard,2140,287.33,20.99,0,308.32,USD,FALSE,Online,iPhone,Houston,TX,USA,FALSE,,FALSE,,,"home,clothes"
4aaba250-7e31-4b94-8b7d-35223d32e439,2024-08-26 18:43:04,Health,Gym,Anytime Fitness,Gym purchase at Anytime Fitness,Apple Pay,Checking,,33.42,0,0,33.42,USD,FALSE,Online,Android,Houston,TX,USA,FALSE,,FALSE,,,"discount,medical"
fcc70567-940f-4c7b-85bd-7a7cc4048d36,2024-08-27 09:20:17,Travel,Hotels,Hilton,Paid Hilton for hotels,UPI,Checking,,118.75,0,0,118.75,USD,FALSE,Online,POS Terminal,Seattle,WA,USA,FALSE,,FALSE,,,"gift,vacation,hotel"
8589d5b5-63c2-47b5-859d-f4215b5b6f73,2024-08-27 13:31:00,Entertainment,Games,Nintendo,Paid Nintendo for games,UPI,Credit Card - Visa,0842,21.7,1.34,0,23.04,USD,FALSE,App,POS Terminal,Tampa,FL,USA,FALSE,,FALSE,,,"promo,movies,fun"
32442dd5-ab6d-46ba-aedf-c9df7aaf40dc,2024-08-27 13:37:07,Shopping,Home Goods,Wayfair,Wayfair - home goods,Cash,Credit Card - Visa,6150,156.7,10.12,0,166.82,USD,FALSE,App,Web,Chicago,IL,USA,FALSE,,FALSE,,,"urgent,home,shopping"
54465ea3-d0fb-445a-99bc-2d0ffba8518f,2024-08-28 14:12:35,Shopping,Home Goods,Wayfair,Wayfair - home goods,Bank Transfer,Credit Card - Amex,2985,84.49,5.79,0,90.28,USD,FALSE,Online,iPhone,San Francisco,CA,USA,FALSE,,FALSE,,,"home,shopping,monthly"
44128c91-de00-4df0-86b0-cb5d1b9d2c57,2024-08-28 19:35:37,Food & Dining,Groceries,Kroger,Groceries purchase at Kroger,Google Pay,Checking,,47.85,4.48,0,52.33,USD,FALSE,In-Store,POS Terminal,Seattle,WA,USA,FALSE,,FALSE,,,"discount,treat"
0f69ce6a-bf4e-4162-befd-a14013a76946,2024-08-29 07:15:38,Travel,Flights,American Airlines,Flights expense,UPI,Credit Card - Amex,2657,508.2,0,0,508.2,USD,FALSE,Online,iPhone,Miami,FL,USA,FALSE,,FALSE,,,"trip,flight"
a12ce757-26fb-4f9e-8cf0-fcc6cb541130,2024-08-29 20:07:22,Education,Books,Amazon Books,Books expense,Apple Pay,Cash Wallet,,26.54,1.92,0,28.46,USD,FALSE,App,POS Terminal,Bellevue,WA,USA,FALSE,,FALSE,,,"books,monthly"
cfebecae-3578-4309-9071-2f945477cd07,2024-08-29 21:33:16,Personal,Laundry,Spin Laundry,Personal: Laundry,Visa Credit Card,Credit Card - Mastercard,5491,9.38,0.68,0,10.06,USD,FALSE,In-Store,Android,Orlando,FL,USA,FALSE,,FALSE,,,"selfcare,promo"
00f1859f-9774-44af-a1f3-f24ff95bf87f,2024-08-30 12:43:46,Housing,Utilities,AT&T Internet,Paid AT&T Internet for utilities,Mastercard Debit,Credit Card - Mastercard,7997,52.55,0,0,52.55,USD,FALSE,Online,Web,Tacoma,WA,USA,FALSE,,FALSE,,,"gift,bills"
445a5a68-8674-4db2-80bf-60522f2b26c1,2024-08-30 18:22:27,Health,Pharmacy,Walgreens,Pharmacy expense,Amex Credit Card,Checking,,39.73,0,0,39.73,USD,FALSE,Online,Android,Somerville,MA,USA,FALSE,,FALSE,,,"health,fitness"
e1416d11-aa25-4fcf-b359-a17eb9bf7f2e,2024-08-31 07:49:00,Shopping,Electronics,Amazon,Electronics expense,Visa Credit Card,Savings,,120.55,7.4,0,127.95,USD,FALSE,Online,Web,Houston,TX,USA,FALSE,,FALSE,,,"home,shopping,discount"
8f601112-2527-4f9a-9c2f-5f5ca7cf0ac5,2024-09-01 10:27:00,Housing,Rent,Sunrise Apartments,Apartment Rent - Sunrise Apartments,Bank Transfer,Checking,,1500,0,0,1500,USD,FALSE,Online,Web,Houston,TX,USA,TRUE,Apartment Rent,FALSE,,Recurring payment,"recurring,subscription"
c243769b-20ea-46bf-a187-4b4151aebaa7,2024-09-01 12:20:19,Housing,Rent,Main Street Realty,Rent purchase at Main Street Realty,Mastercard Debit,Checking,7453,2400,0,0,2400,USD,FALSE,App,iPhone,Allentown,PA,USA,FALSE,,FALSE,,,"urgent,home"
07562e7f-d10c-4d47-b04b-a312533984a9,2024-09-01 15:36:48,Health,Doctor,City Clinic,Doctor purchase at City Clinic,UPI,Cash Wallet,,85.89,0,0,85.89,USD,FALSE,Online,Web,Seattle,WA,USA,FALSE,,FALSE,,,health
610bd842-ec64-4806-b001-2413fd4907c2,2024-09-01 19:44:02,Shopping,Home Goods,Home Depot,Paid Home Depot for home goods,Apple Pay,Credit Card - Mastercard,4889,140.18,9.11,0,149.29,USD,FALSE,App,POS Terminal,Allentown,PA,USA,FALSE,,FALSE,,,"electronics,shopping,discount"
523083d2-5a02-4c0d-98fc-b0be451dfea4,2024-09-01 22:12:29,Transportation,Parking,ParkEasy,Paid ParkEasy for parking,Amex Credit Card,Cash Wallet,,11.87,0.61,0,12.48,USD,FALSE,Online,Web,Miami,FL,USA,FALSE,,FALSE,,,"gift,travel"
982c5318-225e-455d-8d2d-9c7c443c11e8,2024-09-02 09:41:02,Transportation,Rideshare,Uber,Rideshare expense,Mastercard Debit,Credit Card - Amex,9441,12.6,0,1.67,14.27,USD,FALSE,App,POS Terminal,San Francisco,CA,USA,FALSE,,FALSE,8fd7df83-6c50-4377-8029-26707669ac18,,car
87605e27-017f-4e58-b3ac-66b570fe3236,2024-09-02 09:58:20,Health,Doctor,Dental Care,Health: Doctor,Bank Transfer,Credit Card - Amex,9001,183.3,0,0,183.3,USD,FALSE,In-Store,Android,Tacoma,WA,USA,FALSE,,FALSE,,,"medical,health"
